iter	RMSE
709	1520.475369
710	1520.135116
711	1519.78611
712	1519.350038
713	1518.950103
714	1518.644946
715	1518.26394
716	1517.897964
717	1517.353184
718	1517.018434
719	1516.705879
720	1516.311616
721	1515.968208
722	1515.675993
723	1515.328126
724	1514.805445
725	1514.470259
726	1514.027743
727	1513.551221
728	1513.03156
729	1512.504178
730	1512.106007
731	1511.592287
732	1511.230498
733	1510.878825
734	1510.413593
735	1509.985831
736	1509.64371
737	1509.335634
738	1509.023247
739	1508.719287
740	1508.277537
741	1507.914708
742	1507.522416
743	1507.083522
744	1506.709891
745	1506.25833
746	1505.841384
747	1505.4233
748	1505.183262
749	1504.786136
750	1504.438187
751	1504.09723
752	1503.621432
753	1503.259081
754	1502.907795
755	1502.415051
756	1502.100464
757	1501.535491
758	1501.223225
759	1500.887532
760	1500.560166
761	1500.17433
762	1499.884987
763	1499.562748
764	1499.159795
765	1498.830666
766	1498.414833
767	1498.161744
768	1497.94418
769	1497.460379
770	1497.065541
771	1496.788319
772	1496.385932
773	1495.863834
774	1495.501728
775	1495.263003
776	1494.86321
777	1494.411298
778	1494.070125
779	1493.747883
780	1493.408095
781	1492.96466
782	1492.614886
783	1492.12586
784	1491.753345
785	1491.438703
786	1491.02888
787	1490.671549
788	1490.330483
789	1489.928187
790	1489.621469
791	1489.168073
792	1488.860446
793	1488.505232
794	1488.032934
795	1487.693477
796	1487.416984
797	1486.941736
798	1486.636947
799	1486.209397
800	1485.826928
801	1485.555247
802	1485.20686
803	1484.864929
804	1484.523082
805	1484.216694
806	1483.873245
807	1483.521259
808	1483.167089
809	1482.730674
810	1482.217774
811	1481.74125
812	1481.308021
813	1480.994923
814	1480.639375
815	1480.401648
816	1479.992922
817	1479.586651
818	1479.168433
819	1478.828326
820	1478.404507
821	1478.104491
822	1477.64499
823	1477.294235
824	1476.922561
825	1476.626371
826	1476.081237
827	1475.851171
828	1475.489924
829	1475.274085
830	1474.9494
831	1474.583852
832	1474.072661
833	1473.610956
834	1473.13416
835	1472.790145
836	1472.414004
837	1472.008733
838	1471.540256
839	1471.246152
840	1470.839538
841	1470.438741
842	1470.033397
843	1469.635692
844	1469.292671
845	1468.910055
846	1468.554225
847	1468.340853
848	1467.925689
849	1467.365064
850	1466.916946
851	1466.455731
852	1465.918069
853	1465.54524
854	1465.242814
855	1464.944245
856	1464.410608
857	1464.145861
858	1463.807322
859	1463.433485
860	1463.113207
861	1462.764634
862	1462.385001
863	1462.020274
864	1461.664455
865	1461.364218
866	1460.860617
867	1460.519775
868	1460.195791
869	1459.864275
870	1459.482727
871	1459.102314
872	1458.690178
873	1458.341132
874	1457.968856
875	1457.608482
876	1457.161707
877	1456.773934
878	1456.277071
879	1455.75242
880	1455.419246
881	1455.088474
882	1454.658522
883	1454.20896
884	1453.750475
885	1453.277609
886	1452.87513
887	1452.488242
888	1452.127328
889	1451.729887
890	1451.440146
891	1450.879735
892	1450.525119
893	1450.247748
894	1450.031065
895	1449.678773
896	1449.389891
897	1448.992067
898	1448.566446
899	1448.213
900	1447.852377
901	1447.510523
902	1447.123358
903	1446.717747
904	1446.341399
905	1445.948523
906	1445.591862
907	1445.138135
908	1444.768221
909	1444.342377
910	1443.955837
911	1443.551643
912	1443.149124
913	1442.772015
914	1442.384075
915	1442.082054
916	1441.643477
917	1441.254946
918	1440.953604
919	1440.504855
920	1440.18358
921	1439.876754
922	1439.582759
923	1439.281696
924	1438.994225
925	1438.60393
926	1438.24062
927	1438.012207
928	1437.736118
929	1437.482723
930	1437.182802
931	1436.80425
932	1436.45003
933	1436.163412
934	1435.865534
935	1435.519803
936	1435.231486
937	1434.932715
938	1434.693409
939	1434.461315
940	1433.973645
941	1433.635558
942	1433.370762
943	1433.032313
944	1432.666676
945	1432.318895
946	1431.919441
947	1431.580147
948	1431.199206
949	1430.836884
950	1430.398333
951	1429.98677
952	1429.587887
953	1429.212557
954	1428.93096
955	1428.645797
956	1428.339371
957	1428.072046
958	1427.686062
959	1427.303355
960	1426.992341
961	1426.539008
962	1426.136006
963	1425.824895
964	1425.595498
965	1425.184583
966	1424.954954
967	1424.471163
968	1424.097463
969	1423.829533
970	1423.441561
971	1423.02308
972	1422.705585
973	1422.294336
974	1422.003137
975	1421.530839
976	1421.130793
977	1420.756072
978	1420.328774
979	1420.009959
980	1419.605177
981	1419.260526
982	1418.8605
983	1418.449427
984	1418.109168
985	1417.698175
986	1417.329915
987	1416.986988
988	1416.623329
989	1416.318755
990	1416.009269
991	1415.575183
992	1415.22634
993	1414.960573
994	1414.684478
995	1414.372941
996	1414.073562
997	1413.706617
998	1413.217031
999	1412.904081
